LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,MAX_LAB_DRY_DENSITY,OPTIMUM_LAB_MOISTURE
2,0505,0502,23,2,1,2,BA1,BG61,1,2114.60,7
1,0506,0504,23,1,3,2,BA302,BS302,3,2098.60,6
3,0506,0559,23,3,1,2,TP2,BG57,1,2226.80,7
1,0507,0507,23,1,3,2,BA303,BS303,3,2119.40,7
2,0507,0508,23,2,1,2,BA4,BS04,1,2242.80,7
2,0508,0502,23,2,1,2,BA1,BG61,1,2114.60,7
2,0508,0559,23,2,1,2,TP2,BG58,1,2258.80,7
1,0559,0559,23,1,1,2,TP2,BS56,1,2178.70,7
2,0559,0502,23,2,1,2,BA3,BG63,1,2130.70,7
2,0559,0502,23,2,1,2,BA2,BS02,1,2162.70,7
1,1026,1026,23,1,1,1,BA1,BS01,1,2130.70,8
1,1028,1028,23,1,1,1,BA1,BS01,1,2002.50,6
2,3013,3013,23,2,1,1,BX03,BGX03,1,1906.40,7
2,3014,3014,23,2,1,2,BX01,BGX01,1,2114.60,7
2,1002,1002,25,2,1,1,BX01,BGX01,2,2114.60,7
2,1004,1004,25,2,1,2,TP1,BG55,1,2082.60,8
2,0102,0107,10,2,1,1,B8,BS08,1,1874.30,10
2,0102,0111,10,2,2,2,BAX08,BSX08,2,1954.40,9
3,0102,0101,10,3,1,2,B16,BG02,1,2322.90,6
1,0104,0103,10,1,1,1,B3,BS03,1,1858.30,13
2,0104,0103,10,2,1,1,B10,BS10,1,1922.40,9
2,0104,0104,10,2,2,2,BAX09,BSX09,2,2049.00,7
2,0104,0112,10,2,1,1,B11,BS11,1,2034.50,9
2,0105,0111,10,2,2,2,BAX08,BSX08,2,1954.40,9
1,0107,0104,10,1,1,1,B7,BS07,1,1890.40,9
1,0107,0112,10,1,1,1,B4,BS04,1,2002.50,10
1,0108,0108,10,1,1,1,B5,BS05,1,1922.40,11
1,0108,0112,10,1,1,1,B4,BS04,1,2002.50,10
2,0109,0108,10,2,2,2,BAX04,BSX04,2,1867.90,10
2,0109,0109,10,2,2,1,BAX05,BSX05,2,1943.20,9
1,0111,0112,10,1,1,1,B4,BS04,1,2002.50,10
1,0112,0104,10,1,1,1,B7,BS07,1,1890.40,9
2,0112,0107,10,2,1,1,B8,BS08,1,1874.30,10
1,0159,0102,10,1,1,1,B2,BS02,1,1954.40,10
1,0159,0104,10,1,1,1,B7,BS07,1,1890.40,9
1,0159,0107,10,1,1,1,B1,BS01,1,2018.50,9
1,0159,0159,10,1,1,1,B6,BS06,1,1986.50,10
2,0159,0107,10,2,1,1,B8,BS08,1,1874.30,10
1,0160,0103,10,1,1,1,B3,BS03,1,1858.30,13
1,0160,0159,10,1,1,1,B6,BS06,1,1986.50,10
2,0201,0205,10,2,5,1,BA321,BS336,3,1994.50,9
3,0201,0204,10,3,1,2,B13,BG07,1,2354.90,6
2,0202,0204,10,2,1,2,B1,BG01,1,1911.20,8
2,0203,0210,10,2,5,1,BA307,BS311,4,1992.90,9
2,0203,0212,10,2,2,2,B2,BG02,1,1917.60,8
2,0204,0211,10,2,7,1,BA312,BS320,1,2076.20,7
3,0204,0204,10,3,1,2,B13,BG07,1,2354.90,6
1,0207,0201,10,1,1,2,B12,BS06,1,2002.50,9
2,0207,0210,10,2,5,1,BA307,BS311,4,1992.90,9
1,0208,0202,10,1,1,2,B9,BS03,1,1986.50,10
2,0212,0210,10,2,5,1,BA306,BS309,4,2008.90,9
2,0212,0212,10,2,6,1,BA303,BS305,2,1983.30,10
3,0260,0204,10,3,1,2,B13,BG07,1,2354.90,6
1,1400,1400,11,1,1,2,TP1,BS55,1,2066.60,9
2,0102,0101,12,2,2,2,B9,BG03,1,2194.70,7
1,0105,0101,12,1,1,1,B5,BS05,1,1970.50,9
1,0105,0112,12,1,1,2,B3,BS03,1,2002.50,9
2,0105,0101,12,2,2,2,B9,BG03,1,2194.70,7
2,0105,0109,12,2,6,1,BAX01,BGX01,1,2178.70,6
1,0107,0107,12,1,1,2,B1,BS01,1,1954.40,11
2,0107,0109,12,2,6,1,BAX01,BGX01,1,2178.70,6
2,0109,0109,12,2,6,1,BAX01,BGX01,1,2178.70,6
1,0111,0112,12,1,1,2,B3,BS03,1,2002.50,9
2,0161,0109,12,2,6,1,BAX01,BGX01,1,2178.70,6
2,0161,0109,12,2,6,2,BAX02,BGX02,1,2209.20,6
3,0502,1030,12,3,1,1,BA*,BG**,1,2114.60,8
1,0503,0503,12,1,3,1,BAX01,BSX01,2,1682.10,17
1,0503,0506,12,1,3,2,BAX02,BSX02,2,1698.10,12
2,0503,1030,12,2,1,1,BA*,BG**,1,1890.40,8
3,0504,0503,12,3,3,1,BAX08,BGX06,2,2114.60,7
3,0504,0563,12,3,1,2,TP3,BG59,1,2098.60,8
3,0505,0506,12,3,3,2,BAX06,BGX04,2,2130.70,7
1,0506,0506,12,1,3,2,BAX02,BSX02,2,1698.10,12
2,0506,1030,12,2,1,1,BA*,BG**,1,1890.40,8
3,0506,0506,12,3,3,2,BAX06,BGX04,2,2130.70,7
2,0507,0503,12,2,3,1,BAX03,BGX01,2,1867.90,9
1,0508,0506,12,1,3,2,BAX02,BSX02,2,1698.10,12
2,0508,1030,12,2,1,2,TP1,BG56,1,1810.30,11
3,0508,0563,12,3,1,2,TP3,BG59,1,2098.60,8
1,0509,0506,12,1,3,2,BAX02,BSX02,2,1698.10,12
2,0509,1030,12,2,1,2,TP1,BG56,1,1810.30,11
1,0561,0506,12,1,3,2,BAX02,BSX02,2,1698.10,12
3,0561,0503,12,3,3,1,BAX08,BGX06,2,2114.60,7
3,0561,0506,12,3,3,2,BAX06,BGX04,2,2130.70,7
1,0562,0506,12,1,3,2,BAX02,BSX02,2,1698.10,12
2,0562,1030,12,2,1,1,BA*,BG**,1,1890.40,8
3,0562,0563,12,3,1,2,TP3,BG59,1,2098.60,8
2,0563,0506,12,2,3,2,BAX04,BGX02,2,1874.30,8
2,0563,1030,12,2,1,1,BA*,BG**,1,1890.40,8
3,0563,0504,12,3,3,1,BAX07,BGX05,2,2098.60,7
1,0564,1030,12,1,1,2,TP1,BS55,1,1714.10,12
1,0564,1030,12,1,1,1,BA*,BS**,1,1714.10,12
2,0564,0503,12,2,3,1,BAX03,BGX01,2,1867.90,9
1,0566,0506,12,1,3,2,BAX02,BSX02,2,1698.10,12
2,0566,0506,12,2,3,2,BAX04,BGX02,2,1874.30,8
3,1030,1030,12,3,1,2,TP1,BG55,1,2082.60,9
1,1370,1370,12,1,1,1,BA*,BS**,1,1826.30,10
3,1370,1370,12,3,1,1,BA*,BG**,1,2114.60,7
3,1370,1370,12,3,1,2,TP1,BG55,1,2146.70,7
1,3009,3009,19,1,1,1,BX03,BSX03,1,2002.50,10
1,5046,5046,19,1,1,1,BA1,BS01,2,2098.60,8
1,B430,3009,19,1,1,2,BX04,BSX04,1,1954.40,10
2,B430,3009,19,2,1,2,BX02,BGX02,1,1954.40,9
1,0103,0103,20,1,1,2,B16,BS16,1,1762.20,15
2,0106,0109,20,3,2,1,BAX03,BGX03,3,2052.20,10
3,0106,0109,20,4,2,2,BAX02,BGX02,3,2226.80,6
1,0107,0109,20,1,1,2,B4,BS02,1,1938.40,11
3,0107,0101,20,4,1,2,B12,BG01,1,2242.80,6
3,0107,0102,20,4,1,2,B13,BG02,1,2274.80,6
2,0109,0105,20,2,2,1,BA323,BS315,6,1912.80,11
3,0109,0159,20,2,2,2,BA305,BG301,2,1787.80,17
3,0109,0159,20,2,2,2,BAX15,BGX15,2,1839.10,16
1,0112,0103,20,1,2,2,BA325,BS316,2,1874.30,13
2,0112,0159,20,2,2,2,BA305,BG301,2,1787.80,17
1,4000,4000,12,1,1,2,BA*,BS**,1,1810.30,11
1,4057,4057,12,1,1,2,BA*,BS**,1,1810.30,10
1,4059,4059,12,1,1,1,BA*,BS**,1,1682.10,15
3,4103,4103,12,3,1,2,TP1,BG55,1,2114.60,8
3,4103,4103,12,3,1,1,BA*,BG**,1,2130.70,8
2,4105,4105,12,2,1,2,BA*,BG**,1,1762.20,12
3,4106,4106,12,3,1,2,TP1,BG55,1,2018.50,8
1,4107,4107,12,1,1,1,BA*,BS**,1,1922.40,10
2,4107,4107,12,2,1,1,BA*,BG**,1,2098.60,7
2,4109,4109,12,2,1,2,BA*,BG**,1,1906.40,11
2,4109,4109,12,2,1,1,BA*,BG**,1,1922.40,10
2,4135,4135,12,2,1,1,BA*,BG**,1,1874.30,9
2,4137,4137,12,2,1,2,TP1,BG56,1,1794.20,12
3,4137,4137,12,3,1,1,BA*,BG**,1,1890.40,11
1,4138,4138,12,1,1,2,BA*,BS**,1,1858.30,11
1,4154,4154,12,1,1,2,TP1,BS55,2,1826.30,10
1,4154,4154,12,1,1,1,BA*,BS**,2,1842.30,10
3,A350,9054,12,3,1,2,TP1,BG55,1,1890.40,12
2,A351,9054,12,2,1,2,TP1,BG56,1,1746.20,12
2,A351,9054,12,2,1,1,BA*,BG**,1,1778.20,11
3,B310,3997,12,3,1,2,TP1,BG55,1,1970.50,10
1,B351,3997,12,1,1,2,TP1,BS55,1,1602.00,14
1,B351,3997,12,1,1,1,BA*,BS**,1,1634.00,15
2,B352,3997,12,2,1,2,TP1,BG55,1,1682.10,15
2,C321,4154,12,2,1,2,TP1,BG55,2,1858.30,11
1,C330,4154,12,1,1,2,TP1,BS55,2,1826.30,10
2,C330,4154,12,2,1,1,BA*,BG**,2,1906.40,11
2,0502,0509,13,2,1,2,BA*,BG**,1,2435.00,6
2,0503,0509,13,2,1,2,BA*,BG**,1,2435.00,6
2,0503,0565,13,2,1,2,BA*,BG**,1,2451.10,5
1,0504,0507,13,1,1,1,BA*,BS**,1,2082.60,8
2,0505,0565,13,2,1,2,BA*,BG**,1,2451.10,5
2,0506,0565,13,2,1,2,BA*,BG**,1,2451.10,5
1,0507,0507,13,1,1,1,BA*,BS**,1,2082.60,8
1,0507,0509,13,1,3,2,BA705,BS305,2,2066.60,9
2,0507,0509,13,2,1,2,BA*,BG**,1,2435.00,6
1,0560,0509,13,1,3,2,BA501,BS304,2,2082.60,10
2,0561,0507,13,2,1,1,BA*,BG**,1,2451.10,5
1,0563,0507,13,1,1,1,BA*,BS**,1,2082.60,8
1,0565,0509,13,1,3,2,BA705,BS305,2,2066.60,9
1,0566,0507,13,1,1,1,BA*,BS**,1,2082.60,8
1,1031,1031,13,1,1,2,TP1,BS55,1,1858.30,13
1,1031,1031,13,1,1,1,BA*,BS**,1,1906.40,13
1,3016,3016,13,1,1,1,BA*,BS**,1,1986.50,10
2,3016,3016,13,2,1,1,BA*,BG**,1,2162.70,7
1,4113,4113,13,1,1,1,BA*,BS**,1,1602.00,17
2,1001,1001,16,2,1,1,BA*,BG**,1,2226.80,6
1,1005,1005,16,1,1,2,TP1,BS92,1,1746.20,17
1,1010,1010,16,1,1,2,TP1,BS92,1,1826.30,12
2,1021,1021,16,2,1,2,TP1,BG91,1,2194.70,6
2,1021,1021,16,2,1,1,BA*,BG**,1,2210.80,6
2,6027,6027,16,2,1,2,TP1,BG92,1,2210.80,8
2,9034,9034,16,2,1,1,BA3,BG03,1,,
1,B320,1021,16,1,1,1,BA*,BS**,1,2194.70,7
1,C330,1010,16,1,1,2,TP1,BS92,1,1826.30,12
2,C330,1010,16,2,1,2,TP1,BG91,1,2274.80,5
1,C350,1010,16,1,1,2,TP1,BS92,1,1826.30,12
1,1002,1002,17,1,1,2,TP1,BS55,1,1922.40,12
1,B340,1002,17,1,1,2,TP1,BS55,1,1922.40,12
1,3003,3003,18,1,1,2,TP1,BS55,1,2002.50,9
1,4042,4042,18,1,1,1,BX02,BSX02,1,1922.40,10
2,5528,5528,18,2,1,1,BX01,BGX01,1,1810.30,11
1,1002,1002,29,1,1,2,TP1,BS55,1,2114.60,9
1,1008,1008,29,1,1,1,TP1,BS**,1,1826.30,13
2,1008,1008,29,2,1,1,TP1,BG**,1,2290.90,6
1,5403,5403,29,1,1,2,TP1,BS55,2,1938.40,12
1,5403,5403,29,1,1,1,BX01,BSX01,2,1922.40,12
2,B330,1002,29,2,1,1,BA1,BG01,1,2242.80,7
1,B340,1002,29,1,1,1,BA1,BS01,1,1986.50,11
1,0113,0117,30,1,1,2,B9,BS09,1,1778.20,13
1,0113,0122,30,1,1,2,B12,BS12,1,1570.00,17
1,0114,0116,30,1,1,2,B8,BS08,1,1778.20,14
1,0114,0122,30,1,1,2,B12,BS12,1,1570.00,17
1,0115,0119,30,1,1,2,B11,BS11,1,1762.20,14
1,0115,0122,30,1,1,2,B12,BS12,1,1570.00,17
1,0116,0116,30,1,1,2,B2,BS02,1,1698.10,17
1,0117,0124,30,1,1,2,B10,BS10,1,1650.10,14
2,0117,0121,30,2,1,2,B15,BG15,1,2290.90,6
1,0118,0113,30,1,1,2,B1,BS01,1,2162.70,7
1,0118,0122,30,1,1,2,B12,BS12,1,1570.00,17
1,0118,0124,30,1,1,2,B10,BS10,1,1650.10,14
2,0119,0117,30,2,1,2,B14,BG14,1,2274.80,6
1,0120,0113,30,1,1,2,B7,BS07,1,1618.00,14
1,0120,0116,30,1,1,2,B8,BS08,1,1778.20,14
1,0120,0116,30,1,1,2,B2,BS02,1,1698.10,17
1,0120,0117,30,1,1,2,B9,BS09,1,1778.20,13
1,0121,0117,30,1,1,2,B3,BS03,1,1746.20,14
1,0122,0116,30,1,1,2,B8,BS08,1,1778.20,14
1,0122,0122,30,1,1,2,B12,BS12,1,1570.00,17
1,0123,0117,30,1,1,2,B3,BS03,1,1746.20,14
1,0123,0124,30,1,1,2,B10,BS10,1,1650.10,14
1,0124,0113,30,1,1,2,B7,BS07,1,1618.00,14
2,0502,0508,30,2,1,1,TP1,BG92,1,2258.80,7
3,0502,0508,30,3,1,1,TP1,BG91,1,2274.80,6
1,0503,7066,30,1,1,1,BA*,BS**,1,1890.40,11
1,0504,0508,30,1,1,1,TP1,BS93,1,1954.40,12
1,0504,0508,30,1,3,2,BA272,BS272,3,2002.50,11
2,0505,0506,30,2,3,2,BA262,BG262,3,2244.40,6
2,0505,7066,30,2,1,1,BA*,BG**,1,2306.90,6
3,0505,7066,30,3,1,2,TP1,BG91,1,2242.80,7
2,0506,7066,30,2,1,2,TP1,BG92,1,2274.80,5
2,0508,7066,30,2,1,1,BA*,BG**,1,2306.90,6
1,0509,0506,30,1,1,1,BA*,BS*1,1,1922.40,12
1,0509,7066,30,1,1,2,TP1,BS93,1,1890.40,11
1,0560,0508,30,1,1,1,TP1,BS93,1,1954.40,12
2,0560,7066,30,2,1,2,TP1,BG92,1,2274.80,5
3,0560,0502,30,3,1,2,BA*,BG*2,1,2290.90,4
1,0561,0508,30,1,3,2,BA272,BS272,3,2002.50,11
2,0561,0502,30,2,1,2,BA*,BG*4,1,2387.00,6
2,0561,0508,30,2,3,2,BA272,BG272,3,2276.40,6
2,0561,7066,30,2,1,1,BA*,BG**,1,2306.90,6
2,1001,1001,30,2,1,2,TP1,BG92,1,2274.80,5
2,7075,7075,30,2,1,2,TP1,BG92,1,2114.60,10
1,7088,7088,30,1,1,2,TP1,BS93,1,1922.40,13
1,7088,7088,30,1,1,1,BA*,BS**,1,1890.40,14
2,7088,7088,30,2,1,2,TP1,BG92,1,2226.80,6
1,B410,3023,31,1,1,1,BA1,BS01,1,1954.40,9
2,B410,3023,31,2,1,1,BA1,BG01,1,2114.60,5
1,B430,3023,31,1,1,1,BA1,BS01,1,1954.40,9
1,0101,0105,32,1,1,2,B31,BS06,1,1858.30,13
3,0101,0106,32,3,2,3,BA262,BG282,1,2172.30,7
3,0102,0101,32,3,1,2,B1,BG01,1,2098.60,8
1,0104,0101,32,1,1,2,B26,BS01,1,1970.50,10
3,0104,0104,32,3,2,3,BA261,BG281,2,2244.40,6
3,0104,0110,32,3,2,3,BA263,BG283,1,2181.90,7
1,0105,0101,32,1,1,2,B26,BS01,1,1970.50,10
1,0106,0111,32,1,1,2,B30,BS05,1,1890.40,13
3,0106,0107,32,3,1,2,B4,BG04,1,2050.60,9
3,0107,0101,32,3,1,2,B1,BG01,1,2098.60,8
3,0107,0105,32,3,1,2,B6,BG06,1,2098.60,9
4,0107,0102,32,4,1,2,B9,BG23,1,2226.80,6
3,0110,0110,32,3,2,3,BA263,BG283,1,2181.90,7
3,0111,0110,32,3,2,3,BA263,BG283,1,2181.90,7
2,1020,1020,32,2,1,1,BA*,BG**,1,2210.80,5
2,1021,1021,32,2,1,2,TP1,BG92,1,1762.20,17
2,1030,1030,32,2,1,2,TP1,BG70,1,2306.90,4
1,3010,3010,32,1,1,1,BA*,BS**,1,1890.40,13
1,A320,1021,32,1,1,1,BA*,BS**,1,1794.20,16
2,A320,1021,32,2,1,2,TP1,BG92,1,1762.20,17
2,A330,1021,32,2,1,1,BA*,BG**,1,1698.10,19
1,A350,1021,32,1,1,2,TP1,BS93,1,1505.90,24
1,A430,3010,32,1,1,1,BA*,BS**,1,1890.40,13
1,A451,3010,32,1,1,1,BA*,BS**,1,1890.40,13
1,A452,3010,32,1,1,2,BA*,BS**,1,1505.90,26
1,A455,3010,32,1,1,1,BA*,BS**,1,1890.40,13
1,B320,7000,32,1,1,2,TP1,BS93,1,2162.70,8
2,B320,7000,32,2,1,2,TP1,BG92,1,2210.80,6
2,B330,7000,32,2,1,1,BA*,BG**,1,2242.80,5
2,C310,2027,32,2,1,2,TP1,BG92,1,2178.70,7
1,C320,2027,32,1,1,1,BA*,BS**,1,1890.40,13
1,C350,2027,32,1,1,2,TP1,BS93,1,1746.20,16
3,1001,1001,33,3,1,2,TP1,BG55,1,2210.80,7
1,0501,0502,34,1,3,2,BA320,BS310,4,1810.30,15
2,0501,0505,34,2,1,2,TP1,BG55,1,2114.60,7
2,0501,0507,34,2,3,1,BAX10,BGX10,2,2065.00,8
3,0501,0507,34,3,3,1,BAX01,BGX01,2,2090.60,6
3,0501,0508,34,4,3,1,BAX03,BGX03,2,2082.60,8
1,0502,0505,34,1,1,2,TP1,BS55,1,2050.60,9
4,0503,0507,34,3,3,1,BAX01,BGX01,2,2090.60,6
3,0504,0508,34,3,3,1,BAX07,BGX07,2,2143.50,7
4,0504,0507,34,3,3,1,BAX01,BGX01,2,2090.60,6
1,0508,0502,34,1,3,2,BA320,BS310,4,1810.30,15
1,0508,0503,34,1,1,2,TP2,BS56,1,2066.60,9
4,0508,0508,34,4,3,1,BAX03,BGX03,2,2082.60,8
1,0509,0505,34,1,1,2,TP1,BS55,1,2050.60,9
4,0509,0502,34,3,3,1,BAX05,BGX05,4,2254.00,6
2,0559,0507,34,2,3,1,BAX10,BGX10,2,2065.00,8
3,0559,0507,34,3,3,1,BAX01,BGX01,2,2090.60,6
3,0560,0502,34,3,3,1,BAX05,BGX05,4,2254.00,6
3,0560,0507,34,3,3,1,BAX01,BGX01,2,2090.60,6
1,0801,0802,34,1,1,1,B2,BS02,1,1810.30,11
1,0802,0802,34,1,1,3,B2,BS02,1,1794.20,13
2,0859,0801,34,2,1,2,B3,MG01,1,2419.00,6
2,0859,0860,34,2,1,1,B4,BG02,1,2419.00,6
2,0902,1011,34,2,1,1,BX02,BGX02,1,2130.70,7
2,0960,1011,34,2,1,2,TP1,BG56,1,2114.60,8
2,0961,1011,34,2,1,2,TP1,BG56,1,2114.60,8
1,1011,1011,34,1,1,2,TP1,BS55,1,1858.30,11
2,1011,1011,34,2,1,1,BX02,BGX02,1,2130.70,7
3,1011,1011,34,3,1,2,TP1,BG55,1,2178.70,6
1,1034,1034,34,1,1,1,BX01,BSX01,1,1858.30,14
2,4042,4042,34,2,1,2,BX02,BGX02,1,2034.50,10
2,4042,4042,34,2,1,1,BX01,BGX01,1,2002.50,11
2,0502,0506,35,2,4,1,BA502,BG302,3,2146.70,7
2,0506,0506,35,2,4,1,BA502,BG302,3,2146.70,7
1,0801,0801,35,1,4,2,BAX01,BSX01,1,1842.30,13
2,0802,0802,35,2,4,1,BA304,BG305,1,2193.10,5
2,1022,1022,35,2,1,2,TP1,BG55,1,2210.80,6
2,2118,2118,35,2,1,2,TP1,BG56,1,1810.30,10
3,2118,2118,35,3,1,2,TP1,BG55,1,2226.80,6
1,6033,6033,35,1,1,2,TP1,BS55,1,2002.50,10
3,6035,6035,35,3,1,2,TP1,BG55,1,2210.80,8
2,0801,0802,36,2,4,1,BAX02,BGX02,1,2387.00,6
2,0802,0802,36,2,1,2,B5,BG02,1,2419.00,5
2,1011,1011,36,2,1,2,TP1,BG55,1,2258.80,6
2,1643,1643,36,2,1,2,TP1,BG55,1,2242.80,5
1,1644,1644,36,1,1,1,BX02,BSX02,1,1986.50,8
2,B330,1644,36,2,1,1,BX01,BGX01,1,2034.50,10
1,B331,1644,36,1,1,1,BX02,BSX02,1,1986.50,8
2,B340,1644,36,2,1,1,BX01,BGX01,1,2034.50,10
2,B350,1644,36,2,1,2,TP1,BG55,1,2002.50,11
2,B353,1644,36,2,1,1,BX01,BGX01,1,2034.50,10
2,B354,1644,36,2,1,2,TP1,BG55,1,2002.50,11
3,C431,7082,49,3,1,2,BA4,BG05,1,2210.80,7
2,0801,0859,37,2,1,2,B6,BG03,1,2226.80,6
1,0802,0859,37,1,1,2,B3,BS03,1,1666.10,14
2,0802,0801,37,2,1,2,B4,BG01,1,2242.80,6
2,0859,0802,37,2,1,2,B5,BG02,1,2242.80,7
1,1028,1028,37,1,1,2,TP1,BS55,1,1762.20,13
1,1645,1645,37,1,1,1,BX01,BSX01,1,1714.10,12
2,1802,1802,37,2,1,2,TP1,BG55,1,2130.70,6
3,1992,1992,37,3,1,2,BX01,BGX01,1,2338.90,5
1,3807,3807,37,1,1,1,BX01,BSX01,1,1906.40,11
1,5827,5827,37,1,1,2,TP1,BS55,1,1730.20,16
1,2001,2001,38,1,1,1,TP1,BS55,1,1842.30,12
1,C320,1006,49,1,1,1,BA*,BS**,1,2050.60,11
1,C351,1006,49,1,1,2,TP1,BS92,1,2002.50,10
2,C351,1006,49,2,1,2,TP1,BG91,1,2274.80,6
1,C352,1006,49,1,1,1,BA*,BS**,1,2050.60,11
3,C430,7082,49,3,1,2,BA4,BG05,1,2210.80,7
2,C431,7082,49,2,1,1,BA1,BG02,1,2050.60,8
1,5010,5010,39,1,1,1,BX02,BSX02,2,1922.40,12
1,B410,3801,39,1,1,1,BX02,BSX02,1,1954.40,11
1,B411,3801,39,1,1,2,BX01,BSX01,1,1906.40,11
1,0113,0122,40,1,1,2,B4,BS04,1,1874.30,11
3,0113,0120,40,3,2,2,B9,BG03,1,2194.70,7
1,0114,0123,40,1,1,2,B6,BS06,1,1882.40,12
3,0114,0120,40,3,2,2,B9,BG03,1,2194.70,7
1,0115,0123,40,1,1,2,B6,BS06,1,1882.40,12
1,0116,0116,40,1,1,2,B2,BS02,1,1762.20,15
1,0117,0122,40,1,1,2,B4,BS04,1,1874.30,11
1,0118,0117,40,1,1,2,B3,BS03,1,1746.20,14
1,0118,0122,40,1,1,2,B4,BS04,1,1874.30,11
1,0119,0114,40,1,1,2,B1,BS01,1,1954.40,11
1,0119,0123,40,1,1,2,B6,BS06,1,1882.40,12
3,0120,0114,40,3,2,2,B7,BG01,1,2210.80,7
3,0120,0117,40,3,2,2,B8,BG02,1,2226.80,6
1,0121,0120,40,1,1,2,B5,BS05,1,1794.20,14
1,0124,0116,40,1,1,2,B2,BS02,1,1762.20,15
1,0160,0117,40,1,1,2,B3,BS03,1,1746.20,14
1,0160,0122,40,1,1,2,B4,BS04,1,1874.30,11
1,0505,0504,40,1,1,1,BA6,BS06,1,1810.30,14
1,4158,4158,40,1,1,1,BA*,BS**,1,1810.30,14
1,4165,4165,40,1,1,2,BA*,BS**,1,1954.40,11
1,6010,6010,40,1,1,2,BA*,BS**,1,1874.30,13
1,B360,1015,40,1,1,2,BA*,BS**,1,1730.20,14
1,B360,1015,40,1,1,1,BA*,BS**,1,1746.20,13
2,5021,5021,41,2,1,1,BA*,BG**,1,2194.70,8
1,7025,7025,41,1,1,2,BA*,BS**,1,1778.20,17
2,1614,1614,42,2,1,1,BX01,BGX01,2,2082.60,8
1,1627,1627,42,1,1,2,BA*,BS**,1,2034.50,9
2,7025,7025,42,2,1,2,BX01,BGX01,1,2178.70,6
2,7037,7037,42,2,1,2,BX01,BGX01,1,2114.60,8
1,A310,1605,42,1,1,2,TP1,BS55,1,1682.10,13
1,A350,1605,42,1,1,1,BX02,BSX02,1,1890.40,11
1,7401,7401,44,1,1,2,BA4,BS04,1,2050.60,7
1,1024,1024,45,1,1,1,BA*,BS**,1,1922.40,13
2,1024,1024,45,2,1,2,TP1,BG55,1,2178.70,6
1,5017,5017,45,1,1,2,BA*,BS**,1,1794.20,11
1,5034,5034,45,1,1,2,BA*,BS**,1,2034.50,9
2,3010,3010,46,2,1,1,BA1,BG01,1,2114.60,8
2,3075,3075,47,2,1,2,TP1,BG55,1,2306.90,6
1,B330,3075,47,1,1,1,BA*,BS**,1,1890.40,13
2,B330,3075,47,2,1,1,BA*,BG**,1,2306.90,5
1,0113,0164,48,1,1,2,B6,BS06,1,1694.90,12
1,0114,0119,48,1,1,2,B3,BS03,1,1715.70,13
1,0115,0119,48,1,1,2,B3,BS03,1,1715.70,13
1,0115,0162,48,1,1,2,B2,BS02,1,1694.90,14
1,0116,0117,48,1,1,2,B8,BS08,1,1730.20,13
2,0116,0121,48,2,6,1,BAX02,BGX02,2,1970.50,12
1,0117,0113,48,1,1,2,B7,BS07,1,1698.10,13
1,0117,0116,48,1,1,1,B10,BS10,1,1712.50,14
1,0117,0164,48,1,1,2,B6,BS06,1,1694.90,12
3,0117,0114,48,3,1,2,B15,BG15,1,2199.50,5
3,0118,0121,48,3,6,1,BAX05,BGX05,2,2217.20,6
3,0119,0114,48,3,1,2,B15,BG15,1,2199.50,5
3,0119,0120,48,3,6,1,BAX06,BGX06,3,2223.60,6
1,0121,0167,48,1,1,2,B5,BS05,1,1709.30,13
1,0122,0117,48,1,1,2,B8,BS08,1,1730.20,13
1,0122,0121,48,1,1,2,B4,BS04,1,1717.30,13
1,0123,0123,48,1,1,2,B9,BS09,1,1752.60,11
1,0124,0121,48,1,1,2,B4,BS04,1,1717.30,13
3,0160,0161,48,3,1,2,B12,BG12,1,1949.60,8
1,0163,0117,48,1,1,2,B8,BS08,1,1730.20,13
2,0163,0114,48,2,6,1,BAX01,BGX01,2,1952.80,11
2,0163,0121,48,2,6,1,BAX02,BGX02,2,1970.50,12
1,0164,0121,48,1,1,2,B4,BS04,1,1717.30,13
2,0164,0120,48,2,6,1,BAX03,BGX03,3,1874.30,14
1,0165,0164,48,1,1,2,B6,BS06,1,1694.90,12
1,0165,0167,48,1,1,2,B5,BS05,1,1709.30,13
2,0165,0120,48,2,6,1,BAX03,BGX03,3,1874.30,14
2,0165,0121,48,2,6,1,BAX02,BGX02,2,1970.50,12
2,0166,0120,48,2,6,1,BAX03,BGX03,3,1874.30,14
2,0166,0121,48,2,6,1,BAX02,BGX02,2,1970.50,12
2,0167,0120,48,2,6,1,BAX03,BGX03,3,1874.30,14
1,1048,1048,48,1,1,2,TP1,BS55,1,1938.40,10
3,1060,1060,48,3,1,2,TP1,BG55,1,2114.60,8
3,1060,1060,48,3,1,1,BA1,BG**,1,2130.70,8
1,1087,1087,48,1,1,2,TP1,BS55,1,1794.20,11
1,1093,1093,48,1,1,1,BA*,BS**,2,1826.30,13
1,1093,1093,48,1,1,2,TP1,BS55,2,1842.30,13
4,1093,1093,48,4,1,2,TP1,BG55,2,1826.30,11
2,1122,1122,48,2,1,1,BA*,BG**,1,1970.50,11
2,1168,1168,48,2,1,1,BA*,BG**,1,2178.70,9
1,3559,3559,48,1,1,2,BA*,BS**,1,1489.90,23
