LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,CONSTRUCTION_NO,VISUAL_CLASS
3,110,101,32,3,1,2,B1,BG01,1,261
3,110,106,32,3,1,2,B2,BG02,1,261
3,110,110,32,3,2,3,BA263,BG283,1,308
3,112,101,32,3,1,2,B1,BG01,1,261
3,112,105,32,3,1,2,B6,BG06,1,261
3,112,111,32,3,1,2,B5,BG05,1,261
3,201,201,32,3,1,2,B2,BG02,1,255
3,201,206,32,3,1,2,B7,BG07,1,215
3,707,701,27,3,1,2,TP1,BG13,1,302
1,709,701,27,1,1,2,TP1,BS01,1,216
1,1019,1019,27,1,1,1,BA1,BS01,1,204
1,1023,1023,27,1,1,2,TP1,BS55,1,204
2,4034,4034,27,2,1,1,TP2,BG56,1,304
2,4054,4054,27,2,1,1,BX01,BGX01,1,303
2,4055,4055,27,2,1,1,BA1,BG01,1,302
1,5076,5076,27,1,1,2,BA4,BS04,1,216
1,6064,6064,27,1,1,2,TP1,BS55,1,211
1,A330,1016,27,1,1,2,TP1,BS55,1,204
2,A350,1016,27,2,1,2,TP1,BG55,1,302
2,B320,6251,27,2,1,1,BX01,BGX01,1,302
1,B350,6251,27,1,1,1,BX02,BSX02,1,204
1,D310,1019,27,1,1,1,BA1,BS01,1,204
1,D340,1019,27,1,1,2,TP1,BS55,1,204
1,805,805,28,1,3,2,BA505,BS302,1,217
1,805,805,28,1,3,1,BA504,BS301,1,217
1,801,801,37,1,2,2,BAX03,BSX03,1,204
1,802,802,37,1,2,2,BAX08,BSX08,1,216
1,802,859,37,1,1,2,B3,BS03,1,204
1,859,802,37,1,2,2,BAX08,BSX08,1,216
1,859,802,37,1,1,3,A6,JS11,1,204
1,1024,1024,37,1,1,2,TP1,BS55,1,214
1,1028,1028,37,1,1,1,BX01,BSX01,1,306
1,1030,1030,37,1,1,2,TP1,BS**,1,306
1,1645,1645,37,1,1,1,BX01,BSX01,1,306
1,1814,1814,37,1,1,1,BX02,BSX02,1,308
1,1814,1814,37,1,1,2,TP1,BS55,1,308
2,1814,1814,37,2,1,1,BX01,BGX01,1,308
2,1817,1817,37,2,1,1,BX01,BGX01,1,308
2,7025,7025,42,2,1,1,BX02,BGX02,1,308
2,9027,9027,42,2,1,2,BX01,BGX01,1,304
1,1011,1011,45,1,1,2,BA*,BS**,1,214
1,5017,5017,45,1,1,2,BA*,BS**,1,202
1,5035,5035,45,1,1,2,BA*,BS**,1,214
1,5020,5020,46,1,1,1,BX01,BSX01,1,267
1,5020,5020,46,1,1,2,TP1,BS55,1,267
2,507,508,83,2,1,2,TP4,BG62,1,302
3,507,505,83,3,1,2,TP2,BG57,1,302
1,6450,6450,83,1,1,1,TP1,BS55,1,214
3,6450,6450,83,3,1,1,TP1,BG55,1,304
3,A320,1801,83,3,1,2,TP2,BG57,1,304
1,A350,1801,83,1,1,2,TP2,BS56,1,214
1,A351,1801,83,1,1,2,TP2,BS56,1,214
2,1684,1684,84,2,1,2,TP1,BG56,1,306
2,3803,3803,84,2,1,1,BX03,BGX03,2,302
2,6804,6804,84,2,1,2,TP1,BG56,1,302
3,1808,1808,85,3,1,2,TP1,BG55,1,304
2,6802,6802,86,2,1,2,TP1,BG56,1,304
1,901,903,87,1,1,2,A01A03,BS01A03,1,214
1,1009,1009,20,1,1,2,TP1,BS55,1,214
3,205,201,32,3,1,2,B2,BG02,1,255
3,1021,1021,32,3,1,2,TP1,BG91,1,308
2,2027,2027,32,2,1,1,BA*,BG**,1,265
2,7000,7000,32,2,1,1,BA*,BG**,1,261
2,A310,1021,32,2,1,1,BA*,BG**,1,308
3,A320,1021,32,3,1,1,BA*,BG**,1,308
3,A351,1021,32,3,1,1,BA*,BG**,1,308
1,A420,3010,32,1,1,2,BA*,BS**,1,265
1,A430,3010,32,1,1,1,BA*,BS**,1,265
1,A451,3010,32,1,1,1,BA*,BS**,1,265
1,A454,3010,32,1,1,2,BA*,BS**,1,265
1,A456,3010,32,1,1,1,BA*,BS**,1,265
1,A458,3010,32,1,1,1,BA*,BS**,1,265
2,A458,3010,32,2,1,1,BA*,BG**,1,302
1,A460,3010,32,1,1,2,BA*,BS**,1,265
2,A464,3010,32,2,1,1,BA*,BG**,1,302
1,B310,7000,32,1,1,1,BA*,BS**,1,255
1,B330,7000,32,1,1,1,BA*,BS**,1,255
2,B340,7000,32,2,1,1,BA*,BG**,1,261
1,902,901,48,1,1,3,B01A01,BS01A01,1,267
2,902,901,48,2,1,3,B01A01,BG01A01,1,308
2,902,902,48,2,1,3,B02A02,BG02A02,1,308
1,1049,1049,48,1,1,2,BA*,BS**,1,214
1,3011,3011,37,1,1,2,TPX02,BSX02,1,216
1,3807,3807,37,1,1,2,TP1,BS55,1,214
1,5827,5827,37,1,1,1,BX02,BSX02,1,210
2,5827,5827,37,2,1,2,TP1,BG55,1,304
3,901,960,87,3,1,2,A01A60,BG01A60,1,261
3,901,961,87,3,1,2,A01A61,BG01A61,1,261
1,902,902,87,1,1,2,A01A02,BS01A02,1,204
3,960,901,87,3,1,2,A01A01,BG01A01,1,261
3,960,902,87,3,1,2,A01A02,BG01A02,1,261
3,960,903,87,3,1,2,A01A03,BG01A03,1,261
3,960,960,87,3,1,2,A01A60,BG01A60,1,261
3,960,961,87,3,1,2,A01A61,BG01A61,1,261
1,961,903,87,1,1,2,A01A03,BS01A03,1,214
3,961,901,87,3,1,2,A01A01,BG01A01,1,261
1,1647,1647,88,1,1,2,TP1,BS55,1,145
3,1647,1647,88,3,1,1,BX01,BGX01,1,302
4,1125,1125,89,4,1,1,BX01,BGX01,1,303
1,1127,1127,89,1,1,1,BA*,BS**,1,215
1,3001,3001,89,1,1,1,BX01,BSX01,1,214
2,3001,3001,89,2,1,2,BX02,BGX02,1,306
1,3002,3002,89,1,1,1,BX05,BSX05,1,215
1,9018,9018,89,1,1,1,BX03,BSX03,1,214
2,3030,3030,6,2,1,1,BA*,BG**,1,308
2,7456,7456,6,2,1,1,BA*,BG**,1,308
1,7491,7491,6,1,1,2,TP1,BS91,1,215
1,8151,8151,6,1,1,2,TP1,BS91,1,211
2,8201,8201,6,2,1,1,BA*,BG**,1,307
1,502,504,23,1,3,2,BA302,BS302,3,205
3,503,506,23,3,1,2,TP1,BG55,1,302
1,504,506,23,1,1,2,A2,JS03,1,215
2,504,506,23,2,1,2,TP1,BG56,1,308
2,504,507,23,2,3,2,BA303,BG305,3,308
3,504,507,23,3,3,2,BA303,BG306,3,308
1,505,504,23,1,3,2,BA302,BS302,3,205
3,505,507,23,3,3,2,BA303,BG306,3,308
2,507,504,23,2,3,1,BAX03,BGX03,3,308
2,507,559,23,2,1,2,TP2,BG58,1,308
3,507,503,23,3,3,2,BAX01,BGX01,3,308
1,508,506,23,1,1,2,TP1,BS55,1,203
3,508,507,23,3,3,2,BA303,BG306,3,308
2,509,506,23,2,1,2,TP1,BG56,1,308
3,509,507,23,3,3,2,BA303,BG306,3,308
3,509,559,23,3,1,2,TP2,BG57,1,302
2,559,504,23,2,3,1,BAX03,BGX03,3,308
2,559,506,23,2,1,2,TP1,BG56,1,308
1,1012,1012,23,1,1,1,BX03,BSX03,1,215
1,1026,1026,23,1,1,1,BA1,BS01,1,255
1,3013,3013,23,1,1,2,BX04,BSX04,1,204
1,7023,7023,23,1,1,1,BX04,BSX04,1,203
1,1093,1093,48,1,1,1,BA*,BS**,2,265
2,1094,1094,48,2,1,1,BA*,BG**,1,303
2,1111,1111,48,2,1,1,BA*,BG**,1,215
2,1122,1122,48,2,1,1,BA*,BG**,1,309
2,1169,1169,48,2,1,1,BA*,BG**,1,309
1,2172,2172,48,1,1,2,TP1,BS55,1,114
1,4142,4142,48,1,1,2,BA*,BS**,1,216
1,5310,5310,48,1,1,2,BA*,BS**,1,214
1,6079,6079,48,1,1,2,TP1,BS55,1,216
1,502,4155,1,1,1,1,BA*,BS**,1,216
1,503,4155,1,1,1,2,BA*,BS**,1,216
2,503,504,1,2,4,2,BA305,BG312,2,306
1,504,4155,1,1,1,2,BA*,BS**,1,216
1,505,506,1,1,1,1,BA1,BS01,1,214
2,505,508,1,2,1,2,BA6,BG12,1,310
1,506,508,1,1,1,2,BA6,BS06,1,214
2,506,4155,1,2,1,1,BA*,BG**,1,303
1,507,502,1,1,1,1,TP1,BS55,1,214
1,507,506,1,1,1,1,BA1,BS01,1,214
2,507,4155,1,2,1,1,BA*,BG**,1,303
3,507,506,1,3,4,2,BA302,BG303,2,308
3,802,801,53,3,1,1,B1,BG21,1,303
4,802,801,53,4,2,2,BA263,BG263,4,302
3,1005,1005,53,3,1,1,BA*,BG**,2,260
1,1006,1006,53,1,1,2,TP1,BS93,1,255
1,1006,1006,53,1,1,1,BA*,BS**,1,255
2,1006,1006,53,2,1,2,TP1,BG92,1,304
3,1006,1006,53,3,1,1,BA*,BG**,1,308
2,1501,1501,53,2,1,1,BA*,BG**,1,304
4,1501,1501,53,4,1,1,BA*,BG**,1,304
2,3011,3011,53,2,1,1,BA*,BG**,1,307
1,3813,3813,53,1,1,2,BA*,BS**,1,214
5,3813,3813,53,5,1,2,BA*,BG**,1,308
1,6020,6020,53,1,1,1,BA*,BS**,1,217
1,6049,6049,53,1,1,2,TP1,BS93,1,217
1,6056,6056,53,1,1,1,BA*,BS**,1,110
2,A310,1008,53,2,1,2,TP1,BG92,1,304
1,A320,1008,53,1,1,2,TP1,BS93,1,263
1,A330,1008,53,1,1,2,TP1,BS93,1,263
2,A350,1008,53,2,1,2,TP1,BG92,1,304
3,A350,1008,53,3,1,2,TP1,BG91,1,304
1,B310,1501,53,1,1,1,BA*,BS**,1,265
1,B320,1501,53,1,1,1,BA*,BS**,1,265
2,6053,6053,4,2,1,1,BA*,BG**,1,265
2,6054,6054,4,2,1,2,TP1,BG91,1,211
1,6055,6055,4,1,1,1,BA1,BS63,1,267
1,7079,7079,4,1,1,2,TP2,BS92,1,114
1,A320,1036,4,1,1,1,BA*,BS**,1,217
1,A390,1036,4,1,1,2,TP1,BS70,1,213
1,A445,7613,4,1,1,1,BA*,BS**,1,266
1,A454,7613,4,1,1,1,BA*,BS**,1,266
1,A457,7613,4,1,1,1,BA*,BS**,1,266
1,A458,7613,4,1,1,1,BA*,BS**,1,266
1,A460,7613,4,1,1,2,BA*,BS**,1,267
1,A902,A902,4,1,1,2,B27,BS27,1,215
2,A903,A903,4,2,1,2,B28,BG28,1,302
2,B902,1007,4,2,1,1,BA*,BG**,1,261
1,B903,1007,4,1,1,1,BA*,BS**,1,267
1,B960,1007,4,1,1,1,BA*,BS**,1,267
1,B961,1007,4,1,1,2,TP1,BS91,1,215
2,B964,1007,4,2,1,2,TP1,BG91,1,211
1,A321,1253,6,1,1,2,TP1,BS92,1,265
1,A321,1253,6,1,1,1,BA*,BS**,1,267
1,A330,1253,6,1,1,1,BA*,BS**,1,267
2,A350,1253,6,2,1,2,TP1,BG91,1,304
1,A351,1253,6,1,1,2,TP1,BS92,1,265
1,A351,1253,6,1,1,1,BA*,BS**,1,267
2,A351,1253,6,2,1,1,BA*,BG**,1,304
1,A352,1253,6,1,1,2,TP1,BS92,1,265
1,A362,1253,6,1,1,1,BA*,BS**,1,267
1,A410,3021,6,1,1,2,BA*,BS**,1,215
2,A410,3021,6,2,1,2,BA*,BG**,1,307
2,A420,3021,6,2,1,1,BA*,BG**,1,307
1,A423,3021,6,1,1,2,BA*,BS**,1,215
1,A423,3021,6,1,1,1,BA*,BS**,1,215
1,A430,3021,6,1,1,1,BA*,BS**,1,215
2,A442,3021,6,2,1,1,BA*,BG**,1,307
1,A805,A805,6,1,3,1,BA261,BS261,1,204
1,A805,A806,6,1,3,2,BA263,BS263,1,204
2,A805,A806,6,2,1,1,B10,BG10,1,304
1,A806,A806,6,1,1,1,B6,BS06,1,204
2,B413,7455,6,2,1,1,BA*,BG**,1,308
1,B420,7455,6,1,1,2,BA6,BS06,1,117
2,B420,7455,6,2,1,1,BA*,BG**,1,308
1,B421,7455,6,1,1,2,BA6,BS06,1,117
2,B421,7455,6,2,1,2,BA6,BG06,1,308
1,B443,7455,6,1,1,1,BA1,BS01,1,117
1,B453,7455,6,1,1,2,BA6,BS06,1,117
1,216,216,8,1,1,2,B1,BS01,1,204
1,219,214,8,1,5,1,BA263,BS263,1,214
2,223,214,8,2,1,2,B10,BG10,1,304
1,3018,3018,31,1,1,1,BX01,BSX01,1,202
1,3033,3033,31,1,1,1,BX01,BSX01,1,214
4,101,102,32,4,1,2,B9,BG23,1,304
3,102,109,32,3,1,2,B3,BG03,1,261
3,102,110,32,3,2,3,BA263,BG283,1,308
3,104,104,32,3,2,3,BA261,BG281,2,308
3,104,110,32,3,2,3,BA263,BG283,1,308
1,105,109,32,1,1,2,B28,BS03,1,214
3,105,101,32,3,1,2,B1,BG01,1,261
3,105,106,32,3,2,3,BA262,BG282,1,308
3,105,106,32,3,1,2,B2,BG02,1,261
4,105,109,32,4,2,3,BA265,BG265,2,308
3,106,105,32,3,1,2,B6,BG06,1,261
3,106,106,32,3,2,3,BA262,BG282,1,308
3,106,107,32,3,1,2,B4,BG04,1,255
3,106,109,32,3,1,2,B3,BG03,1,261
3,107,105,32,3,1,2,B6,BG06,1,261
3,107,106,32,3,1,2,B2,BG02,1,261
1,508,502,1,1,1,1,TP1,BS55,1,214
1,508,506,1,1,4,2,BA302,BS302,2,216
1,508,506,1,1,1,1,BA2,BS02,1,214
1,508,508,1,1,1,2,BA4,BS04,1,214
2,508,502,1,2,1,1,TP1,BG56,1,310
2,508,504,1,2,4,2,BA305,BG312,2,306
2,508,506,1,2,4,2,BA301,BG302,2,306
2,508,506,1,2,4,2,BA302,BG304,2,306
2,508,508,1,2,1,2,BA5,BG10,1,310
3,508,508,1,3,1,2,BA5,BG09,1,304
1,509,506,1,1,1,1,BA1,BS01,1,214
1,509,508,1,1,1,2,BA5,BS05,1,214
2,509,502,1,2,1,1,TP1,BG56,1,310
2,509,4155,1,2,1,1,BA*,BG**,1,303
3,509,506,1,3,4,2,BA302,BG303,2,308
1,563,506,1,1,4,2,BA301,BS301,2,216
1,563,508,1,1,1,2,BA4,BS04,1,214
2,563,502,1,2,1,1,TP1,BG56,1,310
2,563,504,1,2,4,2,BA305,BG312,2,306
3,563,506,1,3,4,2,BA301,BG301,2,308
3,563,508,1,3,1,2,BA6,BG11,1,304
1,564,506,1,1,4,2,BA301,BS301,2,216
1,564,508,1,1,1,2,BA5,BS05,1,214
2,564,504,1,2,4,2,BA305,BG312,2,306
1,603,606,1,1,3,1,BA511,BS306,2,266
1,604,606,1,1,3,1,BAX02,BSX02,2,115
2,604,606,1,2,1,3,TP2,BG58,2,303
2,604,607,1,2,1,2,BA3,BG03,2,303
1,606,606,1,1,1,3,TP2,BS58,2,266
1,606,606,1,1,3,2,BAX03,BSX03,2,117
2,606,607,1,2,1,2,BA3,BG03,2,303
2,3013,3013,23,2,1,1,BX03,BGX03,1,306
2,7023,7023,23,2,1,1,BX01,BGX01,1,308
1,C310,1017,4,1,1,1,BA*,BS**,2,267
1,C350,1017,4,1,1,2,TP1,BS92,2,267
2,D320,1016,4,2,1,2,TP1,BG91,1,255
1,113,121,5,1,1,2,B2,BS02,1,214
1,114,114,5,1,5,2,BA*,BS**,1,204
1,114,117,5,1,1,2,B5,BS05,1,214
1,117,117,5,1,7,2,BA*,BS**,1,214
1,117,119,5,1,1,2,B1,BS01,1,214
1,119,114,5,1,5,1,BA*,BS**,1,214
1,120,117,5,1,7,1,BA*,BS**,1,204
1,214,214,5,1,1,3,B2,BS02,1,215
3,214,214,5,3,4,2,BA*,BG**,2,308
3,215,222,5,3,1,3,B8,BG02,1,303
1,216,213,5,1,1,3,B6,BS06,1,217
1,224,213,5,1,1,3,B6,BS06,1,217
1,224,224,5,1,1,3,B5,BS05,1,217
1,4021,4021,5,1,1,1,BA*,BS**,1,265
2,4021,4021,5,2,1,2,BA*,BG**,1,309
1,3018,3018,28,1,1,2,BA*,BS**,1,214
1,3018,3018,28,1,1,1,BA*,BS**,1,214
1,3019,3019,28,1,1,1,BA*,BS**,1,215
1,3093,3093,28,1,1,2,BA*,BS**,2,214
1,5025,5025,28,1,1,2,BA*,BS**,1,214
1,A310,1802,28,1,1,1,BA*,BS**,1,204
1,501,506,29,1,3,1,BAX06,BSX06,2,267
2,501,506,29,2,3,1,BAX03,BGX03,2,303
1,3023,3023,31,1,1,1,BX02,BSX02,1,202
1,6702,6702,31,1,1,2,TP1,BS55,1,216
1,B430,3023,31,1,1,1,BX02,BSX02,1,202
3,101,107,32,3,1,2,B4,BG04,1,255
3,103,101,32,3,1,2,B1,BG01,1,261
3,104,105,32,3,1,2,B6,BG06,1,261
3,104,107,32,3,1,2,B4,BG04,1,255
3,104,111,32,3,1,2,B5,BG05,1,261
3,105,109,32,3,1,2,B3,BG03,1,261
3,105,110,32,3,2,3,BA263,BG283,1,308
3,106,104,32,3,2,3,BA261,BG281,2,308
3,107,101,32,3,1,2,B1,BG01,1,261
1,108,105,32,1,1,2,B31,BS06,1,143
1,108,109,32,1,1,2,B28,BS03,1,214
3,108,101,32,3,1,2,B1,BG01,1,261
3,108,107,32,3,1,2,B4,BG04,1,255
3,108,109,32,3,1,2,B3,BG03,1,261
3,108,110,32,3,2,3,BA263,BG283,1,308
3,109,106,32,3,2,3,BA262,BG282,1,308
3,109,106,32,3,1,2,B2,BG02,1,261
3,109,110,32,3,2,3,BA263,BG283,1,308
3,109,111,32,3,1,2,B5,BG05,1,261
4,109,109,32,4,2,3,BA265,BG265,2,308
1,602,602,47,1,1,1,A1,TS01,2,214
2,1029,1029,47,2,1,1,BA*,BG**,1,308
2,9025,9025,47,2,1,2,TP1,BG55,1,308
1,1002,1002,25,1,1,2,TP1,BS55,2,204
2,1002,1002,25,2,1,1,BX01,BGX01,2,308
3,1002,1002,25,3,1,2,TP1,BG55,2,303
1,1004,1004,25,1,1,2,TP1,BS55,1,265
1,805,805,28,1,3,1,BAX02,BSX02,1,217
1,3081,3081,28,1,1,1,BA*,BS**,2,216
1,3083,3083,28,1,1,2,BA*,BS**,1,202
1,5803,5803,28,1,1,2,BA*,BS**,1,204
1,1002,1002,25,1,1,1,BX03,BSX03,2,204
1,1003,1003,25,1,1,2,TP1,BG55,2,205
1,B350,7000,32,1,1,1,BA*,BS**,1,255
2,B350,7000,32,2,1,1,BA*,BG**,1,261
1,C350,2027,32,1,1,2,TP1,BS93,1,147
2,C350,2027,32,2,1,2,TP1,BG92,1,255
1,1001,1001,33,1,1,2,TP1,BS55,1,204
2,1001,1001,33,2,1,1,BX02,BGX02,1,308
1,501,505,34,1,1,2,TP1,BS55,1,215
2,501,507,34,2,3,1,BAX10,BGX10,2,306
2,502,508,34,3,3,1,BAX07,BGX07,2,306
2,502,560,34,2,1,2,BA1,BG04,1,308
3,502,502,34,3,3,1,BAX05,BGX05,4,308
3,502,508,34,4,3,1,BAX03,BGX03,2,308
2,504,505,34,2,1,2,TP1,BG55,1,303
4,504,508,34,4,3,1,BAX03,BGX03,2,308
1,505,560,34,1,1,2,BA1,BS03,1,215
2,506,502,34,3,3,1,BAX05,BGX05,4,308
2,501,509,29,2,3,2,BAX02,BGX02,2,303
2,502,506,29,2,1,1,BAX15,BGX15,1,303
1,503,506,29,1,1,1,A2,BS02,1,100
1,504,506,29,1,3,2,BAX04,BSX04,2,266
1,504,508,29,1,1,2,A3,BS03,1,100
1,504,508,29,1,1,2,BAX18,BSX18,1,112
2,504,502,29,2,1,1,BX01,BGX01,1,303
2,504,506,29,2,3,1,BAX03,BGX03,2,303
2,504,506,29,2,1,1,BAX15,BGX15,1,303
1,505,502,29,1,1,1,A1,BS01,1,100
2,507,502,29,2,1,1,BX01,BGX01,1,303
2,508,506,29,2,3,1,BAX03,BGX03,2,303
2,508,509,29,2,3,2,BAX02,BGX02,2,303
1,502,508,8,1,1,1,BA*,BS*1,1,216
1,812,812,8,1,1,2,B203,BS203,1,214
2,812,811,8,2,5,1,BAX01,BGX01,1,303
1,1029,1029,8,1,1,1,BA*,BS**,1,216
3,1029,1029,8,3,1,2,TP1,BG91,1,304
2,9019,9019,8,2,1,1,BA*,BG**,1,255
1,901,901,9,1,1,1,A01A01,BS01A01,1,203
2,901,901,9,2,1,2,A02A01,BG04A01,1,203
3,902,960,9,3,1,2,A02A60,BG02A60,1,308
2,903,960,9,2,1,1,A01A60,BG03A60,1,203
1,507,563,12,1,1,2,TP3,BS57,1,202
3,507,1030,12,3,1,1,BA*,BG**,1,308
2,508,563,12,2,1,2,TP3,BG60,1,308
2,508,1030,12,2,1,1,BA**,BG**,1,309
3,508,503,12,3,3,1,BAX08,BGX06,2,303
3,508,1030,12,3,1,2,TP1,BG55,1,308
2,509,1030,12,2,1,2,TP1,BG56,1,309
2,509,1030,12,2,1,1,BA**,BG**,1,309
1,561,503,12,1,3,1,BAX01,BSX01,2,202
1,561,565,12,1,3,1,BA501,BS304,2,202
1,561,1030,12,1,1,2,TP1,BS55,1,202
2,561,1030,12,2,1,1,BA**,BG**,1,309
3,561,503,12,3,1,1,TP1,BG55,1,304
1,562,563,12,1,1,2,TP3,BS57,1,202
2,563,563,12,2,1,2,TP3,BG60,1,308
2,563,1030,12,2,1,1,BA**,BG**,1,309
1,564,503,12,1,3,1,BAX01,BSX01,2,202
1,565,503,12,1,3,1,BAX01,BSX01,2,202
1,565,508,12,1,3,2,BA303,BS303,2,202
3,565,563,12,3,1,2,TP3,BG59,1,303
3,565,1030,12,3,1,2,TP1,BG55,1,308
3,565,1030,12,3,1,1,BA*,BG**,1,308
1,566,508,12,1,3,2,BA303,BS303,2,202
1,566,1030,12,1,1,1,BA*,BS**,1,202
2,1030,1030,12,2,1,1,BA**,BG**,1,309
3,1030,1030,12,3,1,1,BA*,BG**,1,308
1,3801,3801,39,1,1,2,BX01,BSX01,1,267
2,1021,1021,32,2,1,2,TP1,BG92,1,308
1,2027,2027,32,1,1,1,BA*,BS**,1,265
1,3010,3010,32,1,1,1,BA*,BS**,1,265
1,A330,1021,32,1,1,2,TP1,BS93,1,216
2,A350,1021,32,2,1,2,TP1,BG92,1,308
2,A455,3010,32,2,1,2,BA*,BG**,1,302
2,A456,3010,32,2,1,1,BA*,BG**,1,302
1,A459,3010,32,1,1,2,BA*,BS**,1,265
2,A459,3010,32,2,1,1,BA*,BG**,1,302
2,A461,3010,32,2,1,2,BA*,BG**,1,302
2,B330,7000,32,2,1,2,TP1,BG92,1,261
1,502,503,34,1,1,2,TP2,BS56,1,214
1,502,505,34,1,1,2,TP1,BS55,1,215
1,503,503,34,1,1,2,TP2,BS56,1,214
1,122,167,48,1,1,2,B5,BS05,1,204
2,122,114,48,2,6,1,BAX01,BGX01,2,308
2,122,121,48,2,6,1,BAX02,BGX02,2,308
1,123,113,48,1,1,2,B7,BS07,1,204
2,123,121,48,2,6,1,BAX02,BGX02,2,308
1,124,116,48,1,1,2,B10,BS10,1,204
1,160,160,48,1,1,2,B1,BS01,1,214
2,160,114,48,2,6,1,BAX01,BGX01,2,308
2,160,120,48,2,6,1,BAX03,BGX03,3,308
1,162,117,48,1,1,2,B8,BS08,1,204
1,162,162,48,1,1,2,B2,BS02,1,204
1,163,113,48,1,1,2,B7,BS07,1,204
1,163,116,48,1,1,2,B10,BS10,1,204
2,163,120,48,2,6,1,BAX03,BGX03,3,308
1,164,119,48,1,1,2,B3,BS03,1,204
1,165,117,48,1,1,2,B8,BS08,1,204
1,167,162,48,1,1,2,B2,BS02,1,204
2,167,120,48,2,6,1,BAX03,BGX03,3,308
3,504,508,27,3,1,1,TP1,BG61,1,306
3,507,501,27,3,1,1,TP4,BG55,1,306
3,507,507,27,3,3,2,BAX07,BGX07,6,308
1,701,701,27,1,1,2,TP1,BS01,1,216
3,701,701,27,3,1,2,TP1,BG13,1,302
3,701,709,27,3,1,2,TP3,BG17,1,302
1,707,701,27,1,1,2,TP1,BS01,1,216
3,708,709,27,3,1,2,TP3,BG17,1,302
1,214,264,55,1,1,2,B8,BS08,1,205
1,801,801,37,1,1,3,A1,JS01,1,202
1,801,801,37,1,1,2,B1,BS01,1,204
2,801,802,37,2,2,2,BAX01,BGX01,1,303
1,802,802,37,1,2,2,BAX04,BSX04,1,214
1,802,859,37,1,1,3,A9,JS17,1,214
2,802,801,37,2,1,2,B4,BG01,1,303
2,802,802,37,2,2,2,BAX01,BGX01,1,303
1,1024,1024,37,1,1,1,BX02,BSX02,1,214
1,1060,1060,12,1,1,2,TP1,BS55,1,259
2,1060,1060,12,2,1,2,TP1,BG55,1,337
1,3804,3804,12,1,1,2,BA*,BS**,1,202
1,3811,3811,12,1,1,2,BA*,BS**,1,214
1,3811,3811,12,1,1,1,BA*,BS**,1,216
2,3996,3996,12,2,1,2,TP1,BG56,1,309
2,3997,3997,12,2,1,2,TP1,BG56,1,309
1,4096,4096,12,1,1,1,BA*,BS**,1,204
2,4099,4099,12,2,1,1,BA*,BG**,1,309
1,4101,4101,12,1,1,1,BA*,BS**,1,210
3,4103,4103,12,3,1,2,TP1,BG55,1,308
3,4105,4105,12,3,1,2,BA*,BG**,1,337
1,4106,4106,12,1,1,1,BA*,BS**,1,202
1,4107,4107,12,1,1,1,BA*,BS**,1,204
2,4107,4107,12,2,1,1,BA*,BG**,1,308
1,4135,4135,12,1,1,2,TP1,BS55,1,202
1,4136,4136,12,1,1,1,BA*,BS**,1,204
3,4136,4136,12,3,1,1,BA*,BG**,1,337
3,4137,4137,12,3,1,2,TP1,BG55,1,310
1,4154,4154,12,1,1,1,BA*,BS**,2,210
1,9054,9054,12,1,1,2,TP1,BS55,1,202
1,A411,4018,39,1,1,2,BX02,BSX02,1,261
1,B411,3801,39,1,1,1,BX02,BSX02,1,267
1,113,118,40,1,1,3,A2,TS03,1,102
1,113,118,40,1,1,3,A3,TS05,1,113
1,113,124,40,1,1,3,A16,TS31,1,102
1,114,121,40,1,1,3,A15,TS29,1,102
1,114,123,40,1,1,2,B6,BS06,1,216
3,114,120,40,3,2,2,B9,BG03,1,303
1,115,124,40,1,1,3,A16,TS31,1,102
1,116,114,40,1,1,2,B1,BS01,1,216
3,117,114,40,3,2,2,B7,BG01,1,303
1,119,120,40,1,1,2,B5,BS05,1,216
1,120,118,40,1,1,3,A2,TS03,1,102
1,120,119,40,1,1,3,A10,TS19,1,145
1,120,121,40,1,1,3,A13,TS25,1,113
1,121,123,40,1,1,2,B6,BS06,1,216
1,121,124,40,1,1,3,A18,TS35,1,102
3,121,114,40,3,2,2,B7,BG01,1,303
1,122,113,40,1,1,3,A9,TS17,1,145
1,122,116,40,1,1,2,B2,BS02,1,216
1,122,123,40,1,1,2,B6,BS06,1,216
1,122,124,40,1,1,3,A18,TS35,1,102
2,560,508,4,2,3,1,BA261,BG261,5,308
2,601,608,4,3,1,2,BA*,BG*1,1,302
3,602,604,4,2,1,1,BA*,BG*2,1,302
2,603,608,4,3,1,2,BA*,BG*1,1,302
2,604,662,4,3,1,2,BA*,BG*3,1,302
2,660,603,4,2,1,2,BA*,BG*4,1,302
2,669,662,4,3,1,2,BA*,BG*3,1,302
2,1003,1003,4,2,1,1,BA*,BG**,2,308
2,1007,1007,4,2,1,2,TP1,BG91,1,211
1,1021,1021,4,1,1,1,BA*,BS**,1,215
2,1021,1021,4,2,1,2,TP1,BG91,1,205
1,1036,1036,4,1,1,2,TP1,BS70,1,213
1,1065,1065,4,1,1,1,BA*,BS**,2,267
1,6060,6060,4,1,1,2,TP1,BS92,2,263
1,A310,1036,4,1,1,1,BA*,BS**,1,217
2,A330,1036,4,2,1,2,TP1,BG70,1,205
1,A446,7613,4,1,1,2,BA*,BS**,1,267
1,A446,7613,4,1,1,1,BA*,BS**,1,266
